date,headline,source,summary
2025-04-02,"Wipro Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 16/04/2025 ,inter alia, to consider and approve a)the condensed audited standalone and ....",BSE,"Board Meeting Intimation for Intimation Of Board Meeting Under Regulation 29(1) Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-04-02,"The trading window for dealing in the securities of the Company is closed from March 16, 2025 to April 18, 2025 (both days inclusive).",BSE,Closure of Trading Window
2025-04-03,"Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the period ended March 31, 2025",BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-04-03,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-04-05,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-04-07,"Wipro Limited to Announce Results for the fourth quarter ended March 31, 2025, on April 16, 2025",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-04-15,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-04-16,"This is to inform that the presentation and video recording of the earnings press conference held on April 16, 2025 is available on the Company's website at https://www.wipro.com/newsr ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome
2025-04-16,"Auditor''s Report on financial statements for the quarter and year ended March 31, 2025 with UDIN",BSE,"Auditor''s Report On Financial Statements For The Quarter And Year Ended March 31, 2025 With UDIN"
2025-04-16,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-04-16,Outcome of Board Meeting - Financial Results,BSE,Board Meeting Outcome for Outcome Of Board Meeting
2025-04-17,Transcript of the Analyst/ Institutional Investor Meeting,BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2025-04-17,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-04-21,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-04-24,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-04-24,Wipro Launches GitHub Center of Excellence to Accelerate AI Innovation,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-04-28,<b>Format of Initial Disclosure to be made by an entity identified as a Large Corporate.</b><br/><br/> <table border=''1px''><tr> <td><b>Sr. No.</b></td> <td><b>Particulars</b></td> <td><b>Details</b></td> ....,BSE,Format of the Initial Disclosure to be made by an entity identified as a Large Corporate : Annexure A
2025-04-28,Press Release - Vorwerk Selects Wipro to Manage and Transform their IT Ecosystem,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-05-04,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-07,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-09,"Intimation of Schedule of Analyst / Institutional Investor Meetings under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-05-09,Press Release - Wipro appoints Sandeep Dhar as Global Head of its GCC Practice,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-05-14,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-14,Hachette UK Selects Wipro to Drive its Digital Transformation with SAP S/4HANA,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-05-15,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-22,Annual Secretarial Compliance Report for Financial Year 2024-25,BSE,Compliances-Reg.24(A)-Annual Secretarial Compliance
2025-05-22,Appointment of Secretarial Auditor,BSE,Appointment Of Secretarial Auditor
2025-05-22,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-23,Wipro Annual Report 2025 on Form 20-F Available Online for ADS Holders,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-05-27,Grant of Restricted Stock Units - Revised Intimation,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-27,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Wipro (Tianjin) ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-05-27,Press Release - CISOs Increasingly Rely on AI to Navigate Cost Pressures and Enhance Resilience: Wipro Report,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-05-27,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-05-29,"Press Release - Wipro Unveils its Global ""Wipro Innovation Network"" to Accelerate Co-Innovation with Clients",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-05-29,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-06-03,Press Release - Entrust Selects Wipro to Accelerate Growth Strategy,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-06-05,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-06-06,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-06-07,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-06-09,Press Release  - Wipro Strengthens Middle East Presence with New Regional Headquarters in Riyadh,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-06-10,Press Release - Metro Renews Strategic Partnership with Wipro to Further Strengthen IT Operations,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-06-11,"Pursuant to Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we inform you that the Hon''ble National Company Law Tribunal (NCLT), Bengaluru bench ....",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-06-12,Press Release - U.S. Insurers to More than Double AI Investment in the Next 3-5 Years: Wipro Report,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-06-12,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Prazim Traders",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-06-12,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Azim Hasham Premji Partner Hasham Traders",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-06-12,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Azim Premji Trust",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-06-12,"The Exchange has received the disclosure under Regulation 29(2) of SEBI (Substantial Acquisition of Shares & Takeovers) Regulations, 2011 for Prazim Trading & Investment Company Pvt Ltd",BSE,"Disclosures under Reg. 29(2) of SEBI (SAST) Regulations, 2011"
2025-06-18,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-06-19,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-06-21,Allotment of Equity shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-06-21,"This is to inform that the 79th AGM of the Company is scheduled to be held on Wednesday, July 16, 2025 at 9 AM IST through video conferencing. 
Pursuant to Section 108 of the Companies ....",BSE,Reg. 34 (1) Annual Report.
2025-06-21,"This is to inform that the 79th Annual General Meeting of the Company is scheduled to be held on Wednesday, July 16, 2025 at 9 AM IST through video conferencing.",BSE,"79Th Annual General Meeting Of The Company Is Scheduled To Be Held On Wednesday, July 16, 2025 At 9 AM IST Through Video Conferencing."
2025-06-21,"Pursuant to Regulation 34(2)(f) of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, we are enclosing herewith the Business ....",BSE,Business Responsibility and Sustainability Reporting (BRSR)
2025-06-23,"Please refer to our letter dated November 8, 2024 informing that Wipro Limited (""Company"") had signed a definitive agreement to subscribe for the equity share capital in AMPIN Energy C&I ....",BSE,"Disclosure Pursuant To Regulation 30 Of The Securities And Exchange Board Of India (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-06-23,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-06-24,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-06-30,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 - Change in Composition of Committees of the Board",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015 - Change In Composition Of Committees Of The Board"
2025-07-02,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-07-03,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-07-04,"Certificate under Regulation 74(5) of SEBI (Depositories and Participants) Regulations, 2018 for the period ended June 30, 2025",BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-07-08,"Wipro Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 17/07/2025 ,inter alia, to consider and approve a)the condensed audited standalone and ....",BSE,"Board Meeting Intimation for Consideration And Approval Of Condensed Audited Standalone And Consolidated Financial Results Of The Company And Declaration Of Interim Dividend, If Any, For The Financial Year 2025-26"
2025-07-08,"The trading window for dealing in the securities of the Company is closed from June 16, 2025 till the close of July 19, 2025 (both days inclusive)",BSE,Closure of Trading Window
2025-07-09,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-07-09,"Press Release - WIPRO LIMITED TO ANNOUNCE RESULTS FOR THE FIRST QUARTER ENDED JUNE 30, 2025, ON JULY 17, 2025",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-07-16,"Pursuant to Regulation 44 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, please find enclosed Scrutinizer''s Report on the resolutions passed at the 79th Annual ....",BSE,Shareholder Meeting / Postal Ballot-Scrutinizer''s Report
2025-07-16,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-07-16,"Proceedings of the 79th Annual General Meeting held on July 16, 2025",BSE,Shareholder Meeting / Postal Ballot-Outcome of AGM
2025-07-17,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-07-17,"The Board of Directors of Wipro Limited, have at their meeting held over July 16-17, 2025, considered and approved the payment of interim dividend of Rs. 5 per equity share of par value ....",BSE,Board Meeting Outcome for Outcome Of Board Meeting - Interim Dividend
2025-07-17,Corporate Action - Board approves Interim Dividend,BSE,Corporate Action-Board approves Dividend
2025-07-17,Outcome of Board Meeting,BSE,Outcome Of Board Meeting
2025-07-17,"Auditor''s Report on financial statements for the quarter ended June 30, 2015 with UDIN",BSE,"Auditor''s Report On Financial Statements For The Quarter Ended June 30, 2025 With UDIN"
2025-07-17,"This is to inform that the presentation and video recording of the earnings press conference held on July 17, 2025 is available on the Company's website at https://www.wipro.com/newsro ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome
2025-07-18,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-07-18,"Transcript of Analyst/ Institutional Investor Meeting held on July 17, 2025. The audio recording of the same is available at https://www.wipro.com/investors/quarterly-results/.",BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2025-07-23,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-07-24,"Press Release - Wipro Wins Multi -Year ""Smart Grid"" Deal from Saudi Electric Company",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-07-25,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-07-29,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-07-30,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-08-06,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Wipro Digital Inc. ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-08-06,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-08-07,Allotment of Equity shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-08-11,Press Release - AusNet and Wipro Deliver Landmark Energy Sector Transformation with SAP S/4HANA Cloud Implementation,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-08-11,"Intimation of Schedule of Analyst/Institutional Investor Meetings under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-08-13,Press Release - Wipro Partners with Google Cloud to Launch Agentic AI Solutions Across Industries and Functions,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-08-14,Allotment of Equity shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-08-18,"Intimation of Cancellation of Analyst/ Institutional Investor Meeting scheduled on August 18, 2025 under the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Of Cancellation Of Analyst / Institutional Investor Meeting Scheduled On August 18, 2025 Under The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-08-18,"Intimation of Schedule of Analyst / Institutional Investor Meeting under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-08-20,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-08-21,"Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and para 202.05 read with para 202.06 of the NYSE Listed Company Manual, it is ....",BSE,Announcement under Regulation 30 (LODR)-Acquisition
2025-08-21,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-08-21,"Wipro Acquires HARMAN''s Digital Transformation Solutions (DTS) Business Unit, Deepening Engineering Innovation and R&D Excellence",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-08-25,"Intimation of Schedule of Analyst/Institutional Investor Meetings under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-08-26,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-09-02,"Intimation under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-09-09,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-09-10,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-09-15,Press Release - Wipro Partners with CrowdStrike to Deliver AI-Powered Unified Security Services,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-09-18,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-09-21,"Press Release - Spirit of Wipro Run Celebrates Historic 20th Edition Run by Bringing Together over 62,000 Participants Worldwide",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-09-24,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-09-24,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Grove Holdings ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-10-01,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that Aasonn Philippines ....",BSE,"Intimation Under Regulation 30 Of SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-10-04,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-10-06,"Wipro Ltdhas informed BSE that the meeting of the Board of Directors of the Company is scheduled on 16/10/2025 ,inter alia, to consider and approve a) the condensed audited standalone and ....",BSE,"Board Meeting Intimation for To Consider And Approve Financial Results Of The Company For The Quarter And Half Year Ended September 30, 2025."
2025-10-06,"The trading window for dealing in the securities of the Company is closed from September 16, 2025 till the close of October 18, 2025 (both days inclusive).",BSE,Closure of Trading Window
2025-10-06,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-10-07,"Certificate under Regulation 74(5) of SEBI  (Depositories and Participants) Regulations, 2018 for the period ended September 30, 2025",BSE,"Compliances-Certificate under Reg. 74 (5) of SEBI (DP) Regulations, 2018"
2025-10-07,"Press Release - Wipro Limited to Announce Results for the Second Quarter Ended September 30, 2025, on October 16, 2025",BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-10-15,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-10-16,"This is to inform that the presentation and video recording of the earnings press conference held on October 16, 2025 is available on the Company's website at https://www.wipro.com/new ....",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Outcome
2025-10-16,"Auditor''s Report on financial statements for the quarter and half year ended September 30, 2025 with UDIN",BSE,"Auditor''s Report On Financial Statements For The Quarter And Half Year Ended September 30, 2025 With UDIN"
2025-10-16,Press Release,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-10-16,Outcome of Board Meeting - Financial Results,BSE,Board Meeting Outcome for Outcome Of Board Meeting
2025-10-17,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-10-17,"Transcript of Analyst/ Institutional Investor Meeting held on October 16, 2025.",BSE,Announcement under Regulation 30 (LODR)-Earnings Call Transcript
2025-10-28,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-10-28,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-10-29,Press Release - Wipro to Power HanesBrands'' GenAI-led IT 2.0 Transformation,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-10-29,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-10-30,Press Release - Wipro to Ring The Closing Bell at the New York Stock Exchange,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-11-03,"Disclosure pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Restructuring
2025-11-04,"Intimation of Schedule of Analyst/Institutional Investor Meetings under the SEBI (Listing Obligations and Disclosure Requirements), Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Analyst / Investor Meet - Intimation
2025-11-06,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-11-12,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-11-13,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-11-18,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements ) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-11-19,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-11-20,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-11-26,Press Release - Wipro and IISc Forge Strategic Alliance to Advance Innovation in Frontier Technologies,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-11-27,Press Release - Wipro to Power Odido''s Digital Future through AI-enabled End-to-End IT Modernization,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-12-01,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-12-01,"In compliance with Regulation 8(2) of the SEBI (Prohibition of Insider Trading) Regulations, 2015, the Company has amended the Code of Practices and Procedures for Fair Disclosure of Unpublished ....",BSE,Amendment To The Code Of Practices And Procedures For Fair Disclosure Of Unpublished Price Sensitive Information For Adhering To The Principles Of Fair Disclosure
2025-12-02,Wipro Completes Acquisition of HARMAN''s Digital Transformation Solutions (DTS) Business Unit,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-12-02,"Pursuant to Regulation 30 read with Para A of Part A of Schedule III of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, it is informed that merger of Wipro ....",BSE,Announcement under Regulation 30 (LODR)-Restructuring
2025-12-02,"Please refer to our letter dated August 2021, 2025, informing that Wipro (through its subsidiaries) had signed a definitive agreement to acquire 100% shareholding in Harman Connected Services ....",BSE,"Disclosure Pursuant To Regulation 30 Of The SEBI (Listing Obligations And Disclosure Requirements) Regulations, 2015"
2025-12-04,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-12-09,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-12-12,Press Release - Accelerating the AI-Powered Future: Wipro & Microsoft to Empower Enterprises to Transform as Frontier Firms,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-12-12,Press Release - Wipro and Google Cloud Expand their Strategic Partnership to Advance Enterprise Productivity,BSE,Announcement under Regulation 30 (LODR)-Press Release / Media Release
2025-12-15,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-12-15,"Newspaper Advertisement - Regulation 47 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",BSE,Announcement under Regulation 30 (LODR)-Newspaper Publication
2025-12-16,Grant of Restricted Stock Units,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
2025-12-22,Allotment of Equity Shares,BSE,Announcement under Regulation 30 (LODR)-Allotment of ESOP / ESPS
